instrumen,tipe,waktu_wib,nilai,satuan,raw,suhu_raw,sumber,flag,kalibrasi_id,catatan
INC-01,INC,2026-09-02T13:00:00+07:00,264.788,mm,,,telemetry,,,
INC-01,INC,2026-09-02T14:00:00+07:00,264.391,mm,,,telemetry,,,
INC-01,INC,2026-09-02T15:00:00+07:00,264.541,mm,,,telemetry,,,
INC-01,INC,2026-09-02T16:00:00+07:00,264.379,mm,,,telemetry,,,
INC-01,INC,2026-09-02T17:00:00+07:00,264.871,mm,,,telemetry,,,
INC-01,INC,2026-09-02T18:00:00+07:00,264.915,mm,,,telemetry,,,
INC-01,INC,2026-09-02T19:00:00+07:00,264.491,mm,,,telemetry,,,
INC-01,INC,2026-09-02T20:00:00+07:00,264.858,mm,,,telemetry,,,
INC-01,INC,2026-09-02T21:00:00+07:00,264.503,mm,,,telemetry,,,
INC-01,INC,2026-09-02T22:00:00+07:00,264.714,mm,,,telemetry,,,
INC-01,INC,2026-09-02T23:00:00+07:00,264.664,mm,,,telemetry,,,
INC-01,INC,2026-09-03T00:00:00+07:00,264.604,mm,,,telemetry,,,
INC-01,INC,2026-09-03T01:00:00+07:00,264.540,mm,,,telemetry,,,
INC-01,INC,2026-09-03T02:00:00+07:00,264.749,mm,,,telemetry,,,
INC-01,INC,2026-09-03T03:00:00+07:00,264.551,mm,,,telemetry,,,
INC-01,INC,2026-09-03T04:00:00+07:00,264.738,mm,,,telemetry,,,
INC-01,INC,2026-09-03T05:00:00+07:00,264.605,mm,,,telemetry,,,
INC-01,INC,2026-09-03T06:00:00+07:00,264.496,mm,,,telemetry,,,
INC-01,INC,2026-09-03T07:00:00+07:00,264.455,mm,,,telemetry,,,
INC-01,INC,2026-09-03T08:00:00+07:00,264.683,mm,,,telemetry,,,
INC-01,INC,2026-09-03T09:00:00+07:00,264.765,mm,,,telemetry,,,
INC-01,INC,2026-09-03T10:00:00+07:00,264.880,mm,,,telemetry,,,
INC-01,INC,2026-09-03T11:00:00+07:00,264.418,mm,,,telemetry,,,
INC-01,INC,2026-09-03T12:00:00+07:00,264.554,mm,,,telemetry,,,
INC-01,INC,2026-09-03T13:00:00+07:00,264.355,mm,,,telemetry,,,
INC-01,INC,2026-09-03T14:00:00+07:00,264.375,mm,,,telemetry,,,
INC-01,INC,2026-09-03T15:00:00+07:00,264.793,mm,,,telemetry,,,
INC-01,INC,2026-09-03T16:00:00+07:00,264.589,mm,,,telemetry,,,
INC-01,INC,2026-09-03T17:00:00+07:00,264.524,mm,,,telemetry,,,
INC-01,INC,2026-09-03T18:00:00+07:00,264.384,mm,,,telemetry,,,
INC-01,INC,2026-09-03T19:00:00+07:00,264.668,mm,,,telemetry,,,
INC-01,INC,2026-09-03T20:00:00+07:00,264.850,mm,,,telemetry,,,
INC-01,INC,2026-09-03T21:00:00+07:00,264.873,mm,,,telemetry,,,
INC-01,INC,2026-09-03T22:00:00+07:00,264.891,mm,,,telemetry,,,
INC-01,INC,2026-09-03T23:00:00+07:00,264.335,mm,,,telemetry,,,
INC-01,INC,2026-09-04T00:00:00+07:00,265.008,mm,,,telemetry,,,
INC-01,INC,2026-09-04T01:00:00+07:00,264.499,mm,,,telemetry,,,
INC-01,INC,2026-09-04T02:00:00+07:00,264.672,mm,,,telemetry,,,
INC-01,INC,2026-09-04T03:00:00+07:00,264.579,mm,,,telemetry,,,
INC-01,INC,2026-09-04T04:00:00+07:00,264.961,mm,,,telemetry,,,
INC-01,INC,2026-09-04T05:00:00+07:00,265.114,mm,,,telemetry,,,
INC-01,INC,2026-09-04T06:00:00+07:00,264.878,mm,,,telemetry,,,
INC-01,INC,2026-09-04T07:00:00+07:00,264.939,mm,,,telemetry,,,
INC-01,INC,2026-09-04T08:00:00+07:00,264.894,mm,,,telemetry,,,
INC-01,INC,2026-09-04T09:00:00+07:00,264.753,mm,,,telemetry,,,
INC-01,INC,2026-09-04T10:00:00+07:00,264.809,mm,,,telemetry,,,
INC-01,INC,2026-09-04T11:00:00+07:00,264.479,mm,,,telemetry,,,
INC-01,INC,2026-09-04T12:00:00+07:00,264.620,mm,,,telemetry,,,
INC-01,INC,2026-09-04T13:00:00+07:00,264.773,mm,,,telemetry,,,
INC-01,INC,2026-09-04T14:00:00+07:00,264.602,mm,,,telemetry,,,
INC-01,INC,2026-09-04T15:00:00+07:00,264.906,mm,,,telemetry,,,
INC-01,INC,2026-09-04T16:00:00+07:00,264.579,mm,,,telemetry,,,
INC-01,INC,2026-09-04T17:00:00+07:00,264.708,mm,,,telemetry,,,
INC-01,INC,2026-09-04T18:00:00+07:00,264.302,mm,,,telemetry,,,
INC-01,INC,2026-09-04T19:00:00+07:00,264.269,mm,,,telemetry,,,
INC-01,INC,2026-09-04T20:00:00+07:00,265.011,mm,,,telemetry,,,
INC-01,INC,2026-09-04T21:00:00+07:00,264.691,mm,,,telemetry,,,
INC-01,INC,2026-09-04T22:00:00+07:00,264.580,mm,,,telemetry,,,
INC-01,INC,2026-09-04T23:00:00+07:00,264.528,mm,,,telemetry,,,
INC-01,INC,2026-09-05T00:00:00+07:00,264.985,mm,,,telemetry,,,
INC-01,INC,2026-09-05T01:00:00+07:00,264.506,mm,,,telemetry,,,
INC-01,INC,2026-09-05T02:00:00+07:00,264.826,mm,,,telemetry,,,
INC-01,INC,2026-09-05T03:00:00+07:00,264.338,mm,,,telemetry,,,
INC-01,INC,2026-09-05T04:00:00+07:00,265.072,mm,,,telemetry,,,
INC-01,INC,2026-09-05T05:00:00+07:00,264.525,mm,,,telemetry,,,
INC-01,INC,2026-09-05T06:00:00+07:00,264.569,mm,,,telemetry,,,
INC-01,INC,2026-09-05T07:00:00+07:00,264.330,mm,,,telemetry,,,
INC-01,INC,2026-09-05T08:00:00+07:00,264.333,mm,,,telemetry,,,
INC-01,INC,2026-09-05T09:00:00+07:00,264.956,mm,,,telemetry,,,
INC-01,INC,2026-09-05T10:00:00+07:00,264.525,mm,,,telemetry,,,
INC-01,INC,2026-09-05T11:00:00+07:00,264.482,mm,,,telemetry,,,
INC-01,INC,2026-09-05T12:00:00+07:00,264.516,mm,,,telemetry,,,
INC-01,INC,2026-09-05T13:00:00+07:00,265.181,mm,,,telemetry,,,
INC-01,INC,2026-09-05T14:00:00+07:00,264.592,mm,,,telemetry,,,
INC-01,INC,2026-09-05T15:00:00+07:00,264.951,mm,,,telemetry,,,
INC-01,INC,2026-09-05T16:00:00+07:00,264.577,mm,,,telemetry,,,
INC-01,INC,2026-09-05T17:00:00+07:00,264.466,mm,,,telemetry,,,
INC-01,INC,2026-09-05T18:00:00+07:00,264.440,mm,,,telemetry,,,
INC-01,INC,2026-09-05T19:00:00+07:00,264.611,mm,,,telemetry,,,
INC-01,INC,2026-09-05T20:00:00+07:00,264.592,mm,,,telemetry,,,
INC-01,INC,2026-09-05T21:00:00+07:00,264.862,mm,,,telemetry,,,
INC-01,INC,2026-09-05T22:00:00+07:00,264.578,mm,,,telemetry,,,
INC-01,INC,2026-09-05T23:00:00+07:00,265.090,mm,,,telemetry,,,
INC-01,INC,2026-09-06T00:00:00+07:00,264.860,mm,,,telemetry,,,
INC-01,INC,2026-09-06T01:00:00+07:00,264.951,mm,,,telemetry,,,
INC-01,INC,2026-09-06T02:00:00+07:00,265.115,mm,,,telemetry,,,
INC-01,INC,2026-09-06T03:00:00+07:00,264.980,mm,,,telemetry,,,
INC-01,INC,2026-09-06T04:00:00+07:00,264.679,mm,,,telemetry,,,
INC-01,INC,2026-09-06T05:00:00+07:00,264.955,mm,,,telemetry,,,
INC-01,INC,2026-09-06T06:00:00+07:00,264.256,mm,,,telemetry,,,
INC-01,INC,2026-09-06T07:00:00+07:00,265.165,mm,,,telemetry,,,
INC-01,INC,2026-09-06T08:00:00+07:00,264.787,mm,,,telemetry,,,
INC-01,INC,2026-09-06T09:00:00+07:00,264.343,mm,,,telemetry,,,
INC-01,INC,2026-09-06T10:00:00+07:00,264.853,mm,,,telemetry,,,
INC-01,INC,2026-09-06T11:00:00+07:00,264.831,mm,,,telemetry,,,
INC-01,INC,2026-09-06T12:00:00+07:00,264.797,mm,,,telemetry,,,
INC-01,INC,2026-09-06T13:00:00+07:00,264.579,mm,,,telemetry,,,
INC-01,INC,2026-09-06T14:00:00+07:00,264.609,mm,,,telemetry,,,
INC-01,INC,2026-09-06T15:00:00+07:00,264.851,mm,,,telemetry,,,
INC-01,INC,2026-09-06T16:00:00+07:00,264.468,mm,,,telemetry,,,
INC-01,INC,2026-09-06T17:00:00+07:00,265.296,mm,,,telemetry,,,
INC-01,INC,2026-09-06T18:00:00+07:00,264.758,mm,,,telemetry,,,
INC-01,INC,2026-09-06T19:00:00+07:00,264.861,mm,,,telemetry,,,
INC-01,INC,2026-09-06T20:00:00+07:00,264.466,mm,,,telemetry,,,
INC-01,INC,2026-09-06T21:00:00+07:00,264.801,mm,,,telemetry,,,
INC-01,INC,2026-09-06T22:00:00+07:00,264.846,mm,,,telemetry,,,
INC-01,INC,2026-09-06T23:00:00+07:00,264.870,mm,,,telemetry,,,
INC-01,INC,2026-09-07T00:00:00+07:00,264.639,mm,,,telemetry,,,
INC-01,INC,2026-09-07T01:00:00+07:00,264.554,mm,,,telemetry,,,
INC-01,INC,2026-09-07T02:00:00+07:00,264.743,mm,,,telemetry,,,
INC-01,INC,2026-09-07T03:00:00+07:00,264.681,mm,,,telemetry,,,
INC-01,INC,2026-09-07T04:00:00+07:00,264.375,mm,,,telemetry,,,
INC-01,INC,2026-09-07T05:00:00+07:00,264.810,mm,,,telemetry,,,
INC-01,INC,2026-09-07T06:00:00+07:00,264.803,mm,,,telemetry,,,
INC-01,INC,2026-09-07T07:00:00+07:00,264.952,mm,,,telemetry,,,
INC-01,INC,2026-09-07T08:00:00+07:00,264.570,mm,,,telemetry,,,
INC-01,INC,2026-09-07T09:00:00+07:00,265.119,mm,,,telemetry,,,
INC-01,INC,2026-09-07T10:00:00+07:00,264.785,mm,,,telemetry,,,
INC-01,INC,2026-09-07T11:00:00+07:00,264.808,mm,,,telemetry,,,
INC-01,INC,2026-09-07T12:00:00+07:00,264.654,mm,,,telemetry,,,
INC-01,INC,2026-09-07T13:00:00+07:00,264.306,mm,,,telemetry,,,
INC-01,INC,2026-09-07T14:00:00+07:00,264.788,mm,,,telemetry,,,
INC-01,INC,2026-09-07T15:00:00+07:00,264.861,mm,,,telemetry,,,
INC-01,INC,2026-09-07T16:00:00+07:00,264.602,mm,,,telemetry,,,
INC-01,INC,2026-09-07T17:00:00+07:00,264.500,mm,,,telemetry,,,
INC-01,INC,2026-09-07T18:00:00+07:00,265.085,mm,,,telemetry,,,
INC-01,INC,2026-09-07T19:00:00+07:00,264.610,mm,,,telemetry,,,
INC-01,INC,2026-09-07T20:00:00+07:00,265.064,mm,,,telemetry,,,
INC-01,INC,2026-09-07T21:00:00+07:00,264.547,mm,,,telemetry,,,
INC-01,INC,2026-09-07T22:00:00+07:00,264.457,mm,,,telemetry,,,
INC-01,INC,2026-09-07T23:00:00+07:00,264.765,mm,,,telemetry,,,
INC-01,INC,2026-09-08T00:00:00+07:00,264.342,mm,,,telemetry,,,
INC-01,INC,2026-09-08T01:00:00+07:00,264.359,mm,,,telemetry,,,
INC-01,INC,2026-09-08T02:00:00+07:00,265.135,mm,,,telemetry,,,
INC-01,INC,2026-09-08T03:00:00+07:00,265.109,mm,,,telemetry,,,
INC-01,INC,2026-09-08T04:00:00+07:00,264.971,mm,,,telemetry,,,
INC-01,INC,2026-09-08T05:00:00+07:00,264.735,mm,,,telemetry,,,
INC-01,INC,2026-09-08T06:00:00+07:00,264.271,mm,,,telemetry,,,
INC-01,INC,2026-09-08T07:00:00+07:00,264.704,mm,,,telemetry,,,
INC-01,INC,2026-09-08T08:00:00+07:00,264.766,mm,,,telemetry,,,
INC-01,INC,2026-09-08T09:00:00+07:00,264.984,mm,,,telemetry,,,
INC-01,INC,2026-09-08T10:00:00+07:00,264.902,mm,,,telemetry,,,
INC-01,INC,2026-09-08T11:00:00+07:00,264.972,mm,,,telemetry,,,
INC-01,INC,2026-09-08T12:00:00+07:00,264.965,mm,,,telemetry,,,
INC-01,INC,2026-09-08T13:00:00+07:00,264.462,mm,,,telemetry,,,
INC-01,INC,2026-09-08T14:00:00+07:00,264.940,mm,,,telemetry,,,
INC-01,INC,2026-09-08T15:00:00+07:00,264.745,mm,,,telemetry,,,
INC-01,INC,2026-09-08T16:00:00+07:00,264.747,mm,,,telemetry,,,
INC-01,INC,2026-09-08T17:00:00+07:00,264.855,mm,,,telemetry,,,
INC-01,INC,2026-09-08T18:00:00+07:00,264.185,mm,,,telemetry,,,
INC-01,INC,2026-09-08T19:00:00+07:00,264.719,mm,,,telemetry,,,
INC-01,INC,2026-09-08T20:00:00+07:00,264.958,mm,,,telemetry,,,
INC-01,INC,2026-09-08T21:00:00+07:00,264.432,mm,,,telemetry,,,
INC-01,INC,2026-09-08T22:00:00+07:00,264.978,mm,,,telemetry,,,
INC-01,INC,2026-09-08T23:00:00+07:00,265.363,mm,,,telemetry,,,
INC-01,INC,2026-09-09T00:00:00+07:00,265.129,mm,,,telemetry,,,
INC-01,INC,2026-09-09T01:00:00+07:00,265.053,mm,,,telemetry,,,
INC-01,INC,2026-09-09T02:00:00+07:00,264.354,mm,,,telemetry,,,
INC-01,INC,2026-09-09T03:00:00+07:00,264.442,mm,,,telemetry,,,
INC-01,INC,2026-09-09T04:00:00+07:00,264.556,mm,,,telemetry,,,
INC-01,INC,2026-09-09T05:00:00+07:00,264.690,mm,,,telemetry,,,
INC-01,INC,2026-09-09T06:00:00+07:00,264.998,mm,,,telemetry,,,
INC-01,INC,2026-09-09T07:00:00+07:00,265.024,mm,,,telemetry,,,
INC-01,INC,2026-09-09T08:00:00+07:00,264.926,mm,,,telemetry,,,
INC-01,INC,2026-09-09T09:00:00+07:00,264.749,mm,,,telemetry,,,
INC-01,INC,2026-09-09T10:00:00+07:00,264.882,mm,,,telemetry,,,
INC-01,INC,2026-09-09T11:00:00+07:00,264.745,mm,,,telemetry,,,
INC-01,INC,2026-09-09T12:00:00+07:00,264.772,mm,,,telemetry,,,
INC-01,INC,2026-09-09T13:00:00+07:00,264.659,mm,,,telemetry,,,
INC-01,INC,2026-09-09T14:00:00+07:00,264.487,mm,,,telemetry,,,
INC-01,INC,2026-09-09T15:00:00+07:00,264.559,mm,,,telemetry,,,
INC-01,INC,2026-09-09T16:00:00+07:00,264.843,mm,,,telemetry,,,
INC-01,INC,2026-09-09T17:00:00+07:00,265.023,mm,,,telemetry,,,
INC-01,INC,2026-09-09T18:00:00+07:00,265.102,mm,,,telemetry,,,
INC-01,INC,2026-09-09T19:00:00+07:00,264.827,mm,,,telemetry,,,
INC-01,INC,2026-09-09T20:00:00+07:00,264.656,mm,,,telemetry,,,
INC-01,INC,2026-09-09T21:00:00+07:00,264.855,mm,,,telemetry,,,
INC-01,INC,2026-09-09T22:00:00+07:00,264.204,mm,,,telemetry,,,
INC-01,INC,2026-09-09T23:00:00+07:00,264.669,mm,,,telemetry,,,
INC-01,INC,2026-09-10T00:00:00+07:00,264.819,mm,,,telemetry,,,
INC-01,INC,2026-09-10T01:00:00+07:00,265.146,mm,,,telemetry,,,
INC-01,INC,2026-09-10T02:00:00+07:00,265.026,mm,,,telemetry,,,
INC-01,INC,2026-09-10T03:00:00+07:00,264.656,mm,,,telemetry,,,
INC-01,INC,2026-09-10T04:00:00+07:00,264.769,mm,,,telemetry,,,
INC-01,INC,2026-09-10T05:00:00+07:00,265.042,mm,,,telemetry,,,
INC-01,INC,2026-09-10T06:00:00+07:00,264.631,mm,,,telemetry,,,
INC-01,INC,2026-09-10T07:00:00+07:00,265.258,mm,,,telemetry,,,
INC-01,INC,2026-09-10T08:00:00+07:00,264.377,mm,,,telemetry,,,
INC-01,INC,2026-09-10T09:00:00+07:00,265.156,mm,,,telemetry,,,
INC-01,INC,2026-09-10T10:00:00+07:00,264.979,mm,,,telemetry,,,
INC-01,INC,2026-09-10T11:00:00+07:00,264.898,mm,,,telemetry,,,
INC-01,INC,2026-09-10T12:00:00+07:00,264.969,mm,,,telemetry,,,
INC-01,INC,2026-09-10T13:00:00+07:00,264.769,mm,,,telemetry,,,
INC-01,INC,2026-09-10T14:00:00+07:00,264.922,mm,,,telemetry,,,
INC-01,INC,2026-09-10T15:00:00+07:00,265.201,mm,,,telemetry,,,
INC-01,INC,2026-09-10T16:00:00+07:00,264.893,mm,,,telemetry,,,
INC-01,INC,2026-09-10T17:00:00+07:00,264.553,mm,,,telemetry,,,
INC-01,INC,2026-09-10T18:00:00+07:00,264.823,mm,,,telemetry,,,
INC-01,INC,2026-09-10T19:00:00+07:00,265.039,mm,,,telemetry,,,
INC-01,INC,2026-09-10T20:00:00+07:00,265.087,mm,,,telemetry,,,
INC-01,INC,2026-09-10T21:00:00+07:00,264.960,mm,,,telemetry,,,
INC-01,INC,2026-09-10T22:00:00+07:00,265.048,mm,,,telemetry,,,
INC-01,INC,2026-09-10T23:00:00+07:00,264.574,mm,,,telemetry,,,
INC-01,INC,2026-09-11T00:00:00+07:00,264.835,mm,,,telemetry,,,
INC-01,INC,2026-09-11T01:00:00+07:00,265.120,mm,,,telemetry,,,
INC-01,INC,2026-09-11T02:00:00+07:00,264.955,mm,,,telemetry,,,
INC-01,INC,2026-09-11T03:00:00+07:00,265.591,mm,,,telemetry,,,
INC-01,INC,2026-09-11T04:00:00+07:00,264.673,mm,,,telemetry,,,
INC-01,INC,2026-09-11T05:00:00+07:00,264.932,mm,,,telemetry,,,
INC-01,INC,2026-09-11T06:00:00+07:00,264.820,mm,,,telemetry,,,
INC-01,INC,2026-09-11T07:00:00+07:00,264.810,mm,,,telemetry,,,
INC-01,INC,2026-09-11T08:00:00+07:00,264.916,mm,,,telemetry,,,
INC-01,INC,2026-09-11T09:00:00+07:00,264.443,mm,,,telemetry,,,
INC-01,INC,2026-09-11T10:00:00+07:00,264.942,mm,,,telemetry,,,
INC-01,INC,2026-09-11T11:00:00+07:00,265.255,mm,,,telemetry,,,
INC-01,INC,2026-09-11T12:00:00+07:00,264.361,mm,,,telemetry,,,
INC-01,INC,2026-09-11T13:00:00+07:00,264.722,mm,,,telemetry,,,
INC-01,INC,2026-09-11T14:00:00+07:00,265.039,mm,,,telemetry,,,
INC-01,INC,2026-09-11T15:00:00+07:00,264.654,mm,,,telemetry,,,
INC-01,INC,2026-09-11T16:00:00+07:00,265.063,mm,,,telemetry,,,
INC-01,INC,2026-09-11T17:00:00+07:00,264.756,mm,,,telemetry,,,
INC-01,INC,2026-09-11T18:00:00+07:00,264.519,mm,,,telemetry,,,
INC-01,INC,2026-09-11T19:00:00+07:00,264.623,mm,,,telemetry,,,
INC-01,INC,2026-09-11T20:00:00+07:00,265.011,mm,,,telemetry,,,
INC-01,INC,2026-09-11T21:00:00+07:00,264.749,mm,,,telemetry,,,
INC-01,INC,2026-09-11T22:00:00+07:00,264.884,mm,,,telemetry,,,
INC-01,INC,2026-09-11T23:00:00+07:00,264.976,mm,,,telemetry,,,
INC-01,INC,2026-09-12T00:00:00+07:00,264.988,mm,,,telemetry,,,
INC-01,INC,2026-09-12T01:00:00+07:00,264.590,mm,,,telemetry,,,
INC-01,INC,2026-09-12T02:00:00+07:00,265.120,mm,,,telemetry,,,
INC-01,INC,2026-09-12T03:00:00+07:00,264.738,mm,,,telemetry,,,
INC-01,INC,2026-09-12T04:00:00+07:00,264.732,mm,,,telemetry,,,
INC-01,INC,2026-09-12T05:00:00+07:00,264.704,mm,,,telemetry,,,
INC-01,INC,2026-09-12T06:00:00+07:00,264.444,mm,,,telemetry,,,
INC-01,INC,2026-09-12T07:00:00+07:00,264.979,mm,,,telemetry,,,
INC-01,INC,2026-09-12T08:00:00+07:00,264.458,mm,,,telemetry,,,
INC-01,INC,2026-09-12T09:00:00+07:00,264.900,mm,,,telemetry,,,
INC-01,INC,2026-09-12T10:00:00+07:00,264.923,mm,,,telemetry,,,
INC-01,INC,2026-09-12T11:00:00+07:00,264.785,mm,,,telemetry,,,
INC-01,INC,2026-09-12T12:00:00+07:00,265.041,mm,,,telemetry,,,
INC-01,INC,2026-09-12T13:00:00+07:00,264.933,mm,,,telemetry,,,
INC-01,INC,2026-09-12T14:00:00+07:00,265.038,mm,,,telemetry,,,
INC-01,INC,2026-09-12T15:00:00+07:00,264.481,mm,,,telemetry,,,
INC-01,INC,2026-09-12T16:00:00+07:00,265.262,mm,,,telemetry,,,
INC-01,INC,2026-09-12T17:00:00+07:00,265.159,mm,,,telemetry,,,
INC-01,INC,2026-09-12T18:00:00+07:00,264.707,mm,,,telemetry,,,
INC-01,INC,2026-09-12T19:00:00+07:00,264.344,mm,,,telemetry,,,
INC-01,INC,2026-09-12T20:00:00+07:00,265.202,mm,,,telemetry,,,
INC-01,INC,2026-09-12T21:00:00+07:00,264.809,mm,,,telemetry,,,
INC-01,INC,2026-09-12T22:00:00+07:00,264.749,mm,,,telemetry,,,
INC-01,INC,2026-09-12T23:00:00+07:00,264.615,mm,,,telemetry,,,
INC-01,INC,2026-09-13T00:00:00+07:00,264.963,mm,,,telemetry,,,
INC-01,INC,2026-09-13T01:00:00+07:00,264.795,mm,,,telemetry,,,
INC-01,INC,2026-09-13T02:00:00+07:00,264.720,mm,,,telemetry,,,
INC-01,INC,2026-09-13T03:00:00+07:00,264.574,mm,,,telemetry,,,
INC-01,INC,2026-09-13T04:00:00+07:00,265.104,mm,,,telemetry,,,
INC-01,INC,2026-09-13T05:00:00+07:00,265.195,mm,,,telemetry,,,
INC-01,INC,2026-09-13T06:00:00+07:00,264.650,mm,,,telemetry,,,
INC-01,INC,2026-09-13T07:00:00+07:00,264.955,mm,,,telemetry,,,
INC-01,INC,2026-09-13T08:00:00+07:00,265.352,mm,,,telemetry,,,
INC-01,INC,2026-09-13T09:00:00+07:00,264.520,mm,,,telemetry,,,
INC-01,INC,2026-09-13T10:00:00+07:00,264.421,mm,,,telemetry,,,
INC-01,INC,2026-09-13T11:00:00+07:00,265.326,mm,,,telemetry,,,
INC-01,INC,2026-09-13T12:00:00+07:00,265.345,mm,,,telemetry,,,
INC-01,INC,2026-09-13T13:00:00+07:00,264.412,mm,,,telemetry,,,
INC-01,INC,2026-09-13T14:00:00+07:00,265.140,mm,,,telemetry,,,
INC-01,INC,2026-09-13T15:00:00+07:00,264.915,mm,,,telemetry,,,
INC-01,INC,2026-09-13T16:00:00+07:00,264.876,mm,,,telemetry,,,
INC-01,INC,2026-09-13T17:00:00+07:00,264.850,mm,,,telemetry,,,
INC-01,INC,2026-09-13T18:00:00+07:00,264.791,mm,,,telemetry,,,
INC-01,INC,2026-09-13T19:00:00+07:00,264.896,mm,,,telemetry,,,
INC-01,INC,2026-09-13T20:00:00+07:00,264.605,mm,,,telemetry,,,
INC-01,INC,2026-09-13T21:00:00+07:00,264.871,mm,,,telemetry,,,
INC-01,INC,2026-09-13T22:00:00+07:00,264.765,mm,,,telemetry,,,
INC-01,INC,2026-09-13T23:00:00+07:00,265.135,mm,,,telemetry,,,
INC-01,INC,2026-09-14T00:00:00+07:00,264.603,mm,,,telemetry,,,
INC-01,INC,2026-09-14T01:00:00+07:00,264.810,mm,,,telemetry,,,
INC-01,INC,2026-09-14T02:00:00+07:00,264.729,mm,,,telemetry,,,
INC-01,INC,2026-09-14T03:00:00+07:00,264.680,mm,,,telemetry,,,
INC-01,INC,2026-09-14T04:00:00+07:00,264.822,mm,,,telemetry,,,
INC-01,INC,2026-09-14T05:00:00+07:00,264.868,mm,,,telemetry,,,
INC-01,INC,2026-09-14T06:00:00+07:00,264.787,mm,,,telemetry,,,
INC-01,INC,2026-09-14T07:00:00+07:00,265.007,mm,,,telemetry,,,
INC-01,INC,2026-09-14T08:00:00+07:00,265.008,mm,,,telemetry,,,
INC-01,INC,2026-09-14T09:00:00+07:00,265.116,mm,,,telemetry,,,
INC-01,INC,2026-09-14T10:00:00+07:00,265.058,mm,,,telemetry,,,
INC-01,INC,2026-09-14T11:00:00+07:00,265.034,mm,,,telemetry,,,
INC-01,INC,2026-09-14T12:00:00+07:00,264.352,mm,,,telemetry,,,
INC-01,INC,2026-09-14T13:00:00+07:00,264.833,mm,,,telemetry,,,
INC-01,INC,2026-09-14T14:00:00+07:00,264.762,mm,,,telemetry,,,
INC-01,INC,2026-09-14T15:00:00+07:00,264.866,mm,,,telemetry,,,
INC-01,INC,2026-09-14T16:00:00+07:00,264.882,mm,,,telemetry,,,
INC-01,INC,2026-09-14T17:00:00+07:00,265.034,mm,,,telemetry,,,
INC-01,INC,2026-09-14T18:00:00+07:00,264.705,mm,,,telemetry,,,
INC-01,INC,2026-09-14T19:00:00+07:00,265.044,mm,,,telemetry,,,
INC-01,INC,2026-09-14T20:00:00+07:00,265.200,mm,,,telemetry,,,
INC-01,INC,2026-09-14T21:00:00+07:00,264.639,mm,,,telemetry,,,
INC-01,INC,2026-09-14T22:00:00+07:00,265.313,mm,,,telemetry,,,
INC-01,INC,2026-09-14T23:00:00+07:00,265.085,mm,,,telemetry,,,
INC-01,INC,2026-09-15T00:00:00+07:00,265.167,mm,,,telemetry,,,
INC-01,INC,2026-09-15T01:00:00+07:00,265.012,mm,,,telemetry,,,
INC-01,INC,2026-09-15T02:00:00+07:00,264.600,mm,,,telemetry,,,
INC-01,INC,2026-09-15T03:00:00+07:00,265.092,mm,,,telemetry,,,
INC-01,INC,2026-09-15T04:00:00+07:00,264.942,mm,,,telemetry,,,
INC-01,INC,2026-09-15T05:00:00+07:00,265.069,mm,,,telemetry,,,
INC-01,INC,2026-09-15T06:00:00+07:00,264.925,mm,,,telemetry,,,
INC-01,INC,2026-09-15T07:00:00+07:00,265.426,mm,,,telemetry,,,
INC-01,INC,2026-09-15T08:00:00+07:00,264.658,mm,,,telemetry,,,
INC-01,INC,2026-09-15T09:00:00+07:00,265.058,mm,,,telemetry,,,
INC-01,INC,2026-09-15T10:00:00+07:00,264.882,mm,,,telemetry,,,
INC-01,INC,2026-09-15T11:00:00+07:00,265.025,mm,,,telemetry,,,
INC-01,INC,2026-09-15T12:00:00+07:00,265.287,mm,,,telemetry,,,
INC-01,INC,2026-09-15T13:00:00+07:00,265.061,mm,,,telemetry,,,
INC-01,INC,2026-09-15T14:00:00+07:00,265.055,mm,,,telemetry,,,
INC-01,INC,2026-09-15T15:00:00+07:00,265.061,mm,,,telemetry,,,
INC-01,INC,2026-09-15T16:00:00+07:00,264.972,mm,,,telemetry,,,
INC-01,INC,2026-09-15T17:00:00+07:00,264.729,mm,,,telemetry,,,
INC-01,INC,2026-09-15T18:00:00+07:00,264.900,mm,,,telemetry,,,
INC-01,INC,2026-09-15T19:00:00+07:00,264.835,mm,,,telemetry,,,
INC-01,INC,2026-09-15T20:00:00+07:00,265.090,mm,,,telemetry,,,
INC-01,INC,2026-09-15T21:00:00+07:00,265.357,mm,,,telemetry,,,
INC-01,INC,2026-09-15T22:00:00+07:00,264.687,mm,,,telemetry,,,
INC-01,INC,2026-09-15T23:00:00+07:00,265.167,mm,,,telemetry,,,
INC-01,INC,2026-09-16T00:00:00+07:00,265.147,mm,,,telemetry,,,
INC-01,INC,2026-09-16T01:00:00+07:00,265.087,mm,,,telemetry,,,
INC-01,INC,2026-09-16T02:00:00+07:00,265.148,mm,,,telemetry,,,
INC-01,INC,2026-09-16T03:00:00+07:00,265.175,mm,,,telemetry,,,
INC-01,INC,2026-09-16T04:00:00+07:00,264.968,mm,,,telemetry,,,
INC-01,INC,2026-09-16T05:00:00+07:00,265.295,mm,,,telemetry,,,
INC-01,INC,2026-09-16T06:00:00+07:00,264.909,mm,,,telemetry,,,
INC-01,INC,2026-09-16T07:00:00+07:00,265.096,mm,,,telemetry,,,
INC-01,INC,2026-09-16T08:00:00+07:00,265.192,mm,,,telemetry,,,
